City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
30,shevchenkove,49.6959,37.1735,24.24,45,0,6.42,UA,1720336340
31,tolanaro,-25.0319,46.9987,23.04,56,20,7.2,MG,1720336340
32,toliara,-23.35,43.6667,22.93,50,1,3.66,MG,1720336340
33,hayvoron,48.3396,29.8679,26.01,35,47,2.88,UA,1720336340
34,tsiombe,-25.3,45.4833,21.98,54,7,6.03,MG,1720336341
35,yellowknife,62.456,-114.3525,11.61,74,72,1.57,CA,1720336269
36,padampur,29.6833,73.6167,35.78,52,78,5.86,IN,1720336341
37,battambang,13.1027,103.1982,34.86,48,100,1.77,KH,1720336341
38,ushuaia,-54.8,-68.3,-6.47,88,86,2.43,AR,1720336341
39,ust-nera,64.5667,143.2,7.32,96,100,2.07,RU,1720336341
40,mecca,21.4267,39.8261,38.2,15,100,2.69,SA,1720336342
41,sinabang,2.4803,96.3801,30.64,63,41,3.8,ID,1720336342
42,ilulissat,69.2167,-51.1,5.01,93,20,0.0,GL,1720336342
43,n'zeto,-7.2312,12.8666,22.32,80,90,2.98,AO,1720336342
44,bathsheba,13.2167,-59.5167,28.34,78,20,6.69,BB,1720336342
45,petropavlovsk-kamchatsky,53.0452,158.6483,15.33,67,0,4.0,RU,1720336342
46,los chavez,34.727,-106.7384,25.97,12,0,2.01,US,1720336343
47,klyuchi,52.2667,79.1667,28.07,40,60,2.78,RU,1720336343
48,corner brook,48.9667,-57.9484,16.09,99,100,1.47,CA,1720336343
49,marang,5.2056,103.2059,30.44,67,80,3.61,MY,1720336343
50,port alfred,-33.5906,26.891,18.18,27,98,4.77,ZA,1720336343
51,tiksi,71.6872,128.8694,4.82,71,37,3.04,RU,1720336343
52,dunedin,-45.8742,170.5036,9.89,74,97,5.81,NZ,1720336066
53,ninghai,29.2892,121.4247,33.52,62,35,4.83,CN,1720336344
54,xinyuan,37.3,99.0,14.71,62,98,1.86,CN,1720336344
55,sitka,57.0531,-135.33,12.94,76,75,4.63,US,1720336166
56,gamay,12.3854,125.2979,30.5,68,100,3.04,PH,1720336344
57,waitangi,-43.9535,-176.5597,7.12,84,22,4.92,NZ,1720336345
58,yuzhno-kurilsk,44.0306,145.8556,15.0,98,100,3.07,RU,1720336345
59,port mathurin,-19.6833,63.4167,23.25,75,60,7.58,MU,1720336345
60,notodden,59.5594,9.2585,14.18,89,100,1.9,NO,1720336345
61,grytviken,-54.2811,-36.5092,-3.54,67,20,2.79,GS,1720336345
62,udachny,66.4167,112.4,24.5,49,100,3.86,RU,1720336345
63,kodiak,57.79,-152.4072,11.73,82,0,3.09,US,1720336345
64,kapuskasing,49.4169,-82.4331,17.0,82,0,2.06,CA,1720336346
65,port macquarie,-31.4333,152.9167,15.5,91,67,0.45,AU,1720336195
66,qaqortoq,60.7167,-46.0333,4.05,98,96,0.44,GL,1720336346
67,nguigmi,14.2495,13.1092,29.77,55,98,6.45,NE,1720336346
68,kununurra,-15.7667,128.7333,31.99,33,30,2.57,AU,1720336315
69,panaba,21.2833,-88.2667,24.09,95,100,2.22,MX,1720336346
70,zhangjiakou,40.81,114.8794,29.84,33,100,1.07,CN,1720336346
71,iskateley,67.6803,53.1512,15.26,77,100,5.25,RU,1720336347
72,sur,22.5667,59.5289,40.35,27,73,1.58,OM,1720336347
73,ta`u,-14.2336,-169.5144,27.29,78,22,2.52,AS,1720336347
74,novyy urengoy,66.0833,76.6333,19.54,49,9,6.55,RU,1720336347
75,bamboo flat,11.7,92.7167,31.05,74,40,5.14,IN,1720336347
76,alice springs,-23.7,133.8833,21.75,49,20,2.06,AU,1720336263
77,binghamton,42.0987,-75.918,20.51,90,0,1.54,US,1720336348
78,trinidad,-14.8333,-64.9,19.88,55,100,1.76,BO,1720336348
79,blackmans bay,-43.0167,147.3167,7.07,90,2,0.8,AU,1720336348
80,victorica,-36.2151,-65.4359,1.24,49,5,2.07,AR,1720336348
81,avarua,-21.2078,-159.775,26.03,94,75,3.09,CK,1720336260
82,ribeira grande,38.5167,-28.7,22.65,94,40,4.63,PT,1720336348
83,ariano irpino-martiri,41.1489,15.0833,22.75,39,0,2.13,IT,1720336349
84,amga,60.8953,131.9608,21.11,48,79,1.76,RU,1720336349
85,filingue,14.3521,3.3168,29.44,56,97,6.64,NE,1720336349
86,iqaluit,63.7506,-68.5145,3.85,86,75,0.0,CA,1720336349
87,covington,39.0837,-84.5086,20.26,91,0,2.06,US,1720336349
88,bayganin,48.6947,55.8742,30.38,40,0,6.08,KZ,1720336350
89,gunjur,13.2019,-16.7339,26.04,89,75,1.54,GM,1720336350
90,tofol,5.3248,163.0078,25.88,94,100,1.03,FM,1720336350
91,talnakh,69.4865,88.3972,22.22,43,8,8.6,RU,1720336350
92,westport,41.1415,-73.3579,24.67,88,40,0.0,US,1720336350
93,evanston,42.0411,-87.6901,20.06,80,0,0.0,US,1720336350
94,lihue,21.9789,-159.3672,24.77,79,20,5.14,US,1720336351
95,gadzhiyevo,69.2551,33.3362,16.19,62,22,11.78,RU,1720336351
96,la sarre,48.8002,-79.1996,13.72,94,8,1.76,CA,1720336351
97,afaahiti,-17.75,-149.2833,23.93,79,68,9.08,PF,1720336270
98,nar'yan-mar,67.6713,53.087,15.28,77,100,5.29,RU,1720336351
99,cafayate,-26.073,-65.9761,5.76,64,0,1.23,AR,1720336351
100,longyearbyen,78.2186,15.6401,6.91,49,0,8.23,SJ,1720336352
101,swakopmund,-22.6833,14.5333,12.77,90,0,1.34,NA,1720336352
102,malvan,16.0667,73.4667,27.53,79,100,5.99,IN,1720336352
103,linxia chengguanzhen,35.6003,103.2064,16.76,77,100,0.92,CN,1720336352
104,fale old settlement,-9.3852,-171.2468,28.16,76,15,3.37,TK,1720336352
105,kailua-kona,19.6406,-155.9956,23.49,84,85,2.58,US,1720336115
106,coquimbo,-29.9533,-71.3436,9.85,93,100,1.54,CL,1720336352
107,kone,-21.0595,164.8658,19.88,57,69,2.28,NC,1720336353
108,nova sintra,14.8667,-24.7167,23.51,86,100,0.55,CV,1720336353
109,codrington,-38.2667,141.9667,12.38,63,0,5.48,AU,1720336353
110,khorixas,-20.3667,14.9667,16.2,33,0,1.54,NA,1720336353
111,lensk,60.7253,114.9278,27.78,26,7,3.64,RU,1720336353
112,sungai raya,0.7,108.9,27.21,79,95,2.84,ID,1720336354
113,howrah,22.5892,88.3103,32.0,79,75,3.6,IN,1720336354
114,naze,28.3667,129.4833,29.51,72,34,2.85,JP,1720336354
115,puerto ayora,-0.7393,-90.3518,19.75,98,15,3.01,EC,1720336354
116,tindouf,27.6711,-8.1474,22.25,46,0,8.23,DZ,1720336354
117,ngaoundere,7.3167,13.5833,20.08,78,100,0.85,CM,1720336247
118,carbonear,47.7332,-53.2148,15.97,89,100,4.84,CA,1720336355
119,duong dong,10.2167,103.9667,31.0,79,40,3.09,VN,1720336355
120,krasnyy yar,46.5331,48.3456,36.96,19,16,7.06,RU,1720336355
121,nagqu,31.5,92.0,14.63,54,100,6.71,CN,1720336355
122,palo santo,-25.5633,-59.3378,9.17,76,100,2.2,AR,1720336355
123,invercargill,-46.4,168.35,10.01,89,100,4.02,NZ,1720336143
124,guerrero negro,27.9769,-114.0611,19.97,84,0,3.53,MX,1720336356
125,nizhniy odes,63.6445,54.856,23.4,63,100,3.09,RU,1720336356
126,cabo san lucas,22.8909,-109.9124,25.42,64,15,5.36,MX,1720336140
127,katsuren-haebaru,26.3369,127.8719,29.21,83,40,2.57,JP,1720336356
128,saint-philippe,-21.3585,55.7679,23.77,68,3,2.38,RE,1720336356
129,olonkinbyen,70.9221,-8.7187,1.17,88,1,4.2,SJ,1720336356
130,lebu,-37.6167,-73.65,6.81,90,3,3.72,CL,1720336356
131,hermanus,-34.4187,19.2345,14.33,79,70,13.5,ZA,1720336357
132,mwinilunga,-11.7358,24.4293,19.3,26,70,2.09,ZM,1720336357
133,lompoc,34.6391,-120.4579,13.07,95,100,1.54,US,1720336357
134,boguchany,58.3814,97.4531,27.99,56,100,1.74,RU,1720336242
135,aasiaat,68.7098,-52.8699,2.73,94,100,2.72,GL,1720336357
136,nova xavantina,-14.6667,-52.35,18.7,57,0,0.49,BR,1720336357
137,saipan,15.1355,145.701,32.39,66,20,6.17,MP,1720336358
138,karaidel',55.8337,56.9069,27.01,51,58,1.64,RU,1720336358
139,constantia,44.1833,28.65,29.28,51,0,6.09,RO,1720336358
140,antofagasta,-23.65,-70.4,12.6,85,47,2.44,CL,1720336358
141,new norfolk,-42.7826,147.0587,7.72,74,0,0.7,AU,1720336358
142,farafangana,-22.8167,47.8333,21.57,55,0,3.44,MG,1720336359
143,port blair,11.6667,92.75,31.02,74,40,5.14,IN,1720336359
144,nuuk,64.1835,-51.7216,5.97,79,100,6.2,GL,1720336359
145,port lincoln,-34.7333,135.8667,12.97,88,100,6.38,AU,1720336273
146,kirensk,57.7853,108.1119,32.99,23,9,0.62,RU,1720336359
147,sisimiut,66.9395,-53.6735,5.02,90,100,1.78,GL,1720336359
148,murun-kuren,49.6342,100.1625,28.34,30,20,2.16,MN,1720336359
149,hamilton,39.1834,-84.5333,19.99,90,0,2.06,US,1720336360
150,wailua homesteads,22.0669,-159.378,24.44,83,20,5.14,US,1720336326
151,celestun,20.8667,-90.4,26.28,86,100,1.28,MX,1720336360
152,coahuayana de hidalgo,18.7,-103.6583,24.55,90,100,1.24,MX,1720336360
153,kilju,40.9642,129.3278,24.98,77,66,0.76,KP,1720336360
154,kourou,5.1552,-52.6478,25.03,95,100,2.14,GF,1720336360
155,georgetown,5.4112,100.3354,29.97,74,40,3.6,MY,1720336361
156,puerto eldorado,-26.4084,-54.6946,12.71,100,99,1.03,AR,1720336361
157,papatowai,-46.5619,169.4708,9.05,85,100,8.01,NZ,1720336361
158,tromso,69.6496,18.957,11.01,87,100,4.12,NO,1720336361
159,atafu village,-8.5421,-172.5159,28.33,75,36,3.56,TK,1720336262
160,tucuma,-0.1833,-50.05,24.57,91,100,2.34,BR,1720336362
161,greymouth,-42.4667,171.2,7.18,91,1,1.55,NZ,1720336362
162,boca suno,-0.7167,-77.1333,20.26,99,100,0.74,EC,1720336362
163,luanda,-8.8368,13.2343,21.65,75,55,2.24,AO,1720336362
164,fisterra,42.9049,-9.2629,12.79,74,24,2.22,ES,1720336362
165,port augusta,-32.5,137.7667,15.32,72,85,1.78,AU,1720336362
166,shahrud,36.4182,54.9763,31.08,14,4,4.66,IR,1720336363
167,taulaga,-11.0553,-171.0883,27.89,77,100,2.37,AS,1720336363
168,jiagedaqi,50.4167,124.1167,32.58,17,3,4.31,CN,1720336363
169,sokoni,-6.4333,39.55,25.56,73,85,6.03,TZ,1720336363
170,dryden,49.7833,-92.7503,18.16,77,0,3.09,CA,1720336363
171,usinsk,65.9939,57.5281,26.53,56,69,5.04,RU,1720336363
172,zungeru,9.8128,6.1558,25.99,81,100,1.95,NG,1720336364
173,mandal,25.45,74.5667,34.98,48,100,4.77,IN,1720336364
174,nova vicosa,-17.8919,-39.3719,21.59,83,28,1.82,BR,1720336364
175,noshiro,40.2039,140.0242,23.46,98,100,6.46,JP,1720336364
176,steamboat springs,40.485,-106.8317,14.72,58,0,3.6,US,1720336231
177,khash,28.2211,61.2158,35.62,7,0,10.18,IR,1720336364
178,san-pedro,4.7485,-6.6363,23.58,90,100,3.21,CI,1720336365
179,talara,-4.5772,-81.2719,19.92,80,100,7.88,PE,1720336365
180,gizo,-8.103,156.8419,26.72,83,100,9.24,SB,1720336365
181,mukalla,14.5425,49.1242,32.79,55,32,3.73,YE,1720336365
182,dudinka,69.4058,86.1778,21.55,44,3,9.46,RU,1720336365
183,bonthe,7.5264,-12.505,23.59,96,100,3.29,SL,1720336365
184,jamestown,42.097,-79.2353,19.29,92,0,0.0,US,1720336309
185,mil'kovo,55.6078,37.7956,24.68,53,6,1.46,RU,1720336366
186,nouadhibou,20.931,-17.0347,21.99,78,10,2.06,MR,1720336366
187,lazaro cardenas,17.9583,-102.2,25.42,86,4,1.43,MX,1720336366
188,nizhnevartovsk,60.9344,76.5531,21.01,43,0,5.0,RU,1720336366
189,olenino,56.2092,33.4889,21.95,52,45,5.77,RU,1720336366
190,belmonte,-15.8631,-38.8828,21.92,82,13,1.44,BR,1720336367
191,lincheng,19.9078,109.6858,30.71,68,99,4.26,CN,1720336367
192,umm kaddadah,13.6017,26.6876,30.48,40,21,6.02,SD,1720336367
193,nemuro,43.3236,145.575,14.75,99,100,4.68,JP,1720336367
194,colonia,50.9333,6.95,16.7,70,0,3.6,DE,1720336367
195,lata,40.1629,-8.3327,13.37,86,35,1.41,PT,1720336367
196,inirida,3.8653,-67.9239,22.03,98,100,0.51,CO,1720336368
197,elk city,35.412,-99.4043,24.12,83,0,5.14,US,1720336368
198,richards bay,-28.783,32.0377,16.83,32,5,5.47,ZA,1720336189
199,new plymouth,-39.0667,174.0833,12.67,100,95,4.34,NZ,1720335895
200,queenstown,-31.8976,26.8753,13.35,14,20,8.14,ZA,1720336368
201,kolwezi,-10.7148,25.4667,17.73,30,100,3.76,CD,1720336368
202,katabu,-4.9333,122.5167,29.37,64,66,2.75,ID,1720336368
203,happy valley-goose bay,53.3168,-60.3315,10.17,76,20,2.06,CA,1720336369
204,nizhneudinsk,54.9076,99.0276,30.21,39,100,2.07,RU,1720336369
205,xai-xai,-25.0519,33.6442,18.41,53,0,4.99,MZ,1720336369
206,vila velha,-20.3297,-40.2925,18.97,100,0,0.0,BR,1720336369
207,arendal,58.4615,8.7725,12.89,84,100,9.3,NO,1720336369
208,stanley,54.868,-1.6985,12.51,84,20,4.63,GB,1720336369
209,luderitz,-26.6481,15.1594,14.66,83,83,6.92,NA,1720336370
210,chibougamau,49.9168,-74.3659,10.79,93,0,0.0,CA,1720336370
211,jabor,5.921,169.6434,28.88,76,95,6.19,MH,1720336370
212,hammerfest,70.6634,23.6821,13.25,82,75,2.57,NO,1720336370
213,susanville,40.4163,-120.653,17.67,19,0,3.05,US,1720336370
214,manta,-0.95,-80.7333,23.44,88,100,4.09,EC,1720336370
215,kerikeri,-35.2268,173.9474,11.62,85,0,2.68,NZ,1720336371
216,urengoy,65.9667,78.3667,19.33,53,1,7.28,RU,1720336371
217,pelaya,8.6882,-73.6645,24.24,81,100,1.27,CO,1720336371
218,sibu,2.3,111.8167,31.28,58,71,1.43,MY,1720336371
219,parobe,-29.6286,-50.8347,10.32,99,100,0.18,BR,1720336371
220,keflavik,64.0049,-22.5624,11.95,71,0,5.14,IS,1720336371
